latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
31.84182,-101.79163,306.4,0.41,0.61,2026-08-30,0926,N20,nominal,2.0NRT,293.44,1.13,N
31.07345,-99.03124,305.73,0.62,0.71,2026-08-30,0926,N20,nominal,2.0NRT,291.98,0.91,N
32.22121,-103.53011,305.87,0.32,0.55,2026-08-30,0926,N20,nominal,2.0NRT,293.92,0.76,N
31.84383,-102.05075,307.8,0.4,0.6,2026-08-30,0926,N20,nominal,2.0NRT,293.4,0.54,N
34.81862,-118.75183,301.76,0.4,0.44,2026-08-30,0926,N20,nominal,2.0NRT,289.62,1.2,N
34.60918,-117.33869,296.46,0.51,0.41,2026-08-30,0926,N20,nominal,2.0NRT,267.13,0.96,N
31.64761,-101.58157,308.11,0.43,0.62,2026-08-30,0926,N20,nominal,2.0NRT,292.25,0.66,N
32.13506,-103.61209,311.28,0.32,0.54,2026-08-30,0926,N20,nominal,2.0NRT,293.87,2.03,N
31.6264,-101.81725,310.77,0.41,0.61,2026-08-30,0926,N20,nominal,2.0NRT,292.97,0.82,N
31.70343,-102.19197,309.64,0.39,0.6,2026-08-30,0926,N20,nominal,2.0NRT,293.68,0.74,N
31.46,-101.59962,305.12,0.43,0.62,2026-08-30,0926,N20,nominal,2.0NRT,293.27,1.01,N
34.43174,-118.64574,313.33,0.39,0.44,2026-08-30,0926,N20,nominal,2.0NRT,291.84,1.4,N
31.39267,-102.00097,304.2,0.41,0.61,2026-08-30,0926,N20,nominal,2.0NRT,293.01,0.28,N
31.53639,-102.61465,316.63,0.37,0.58,2026-08-30,0926,N20,nominal,2.0NRT,293.88,1.1,N
31.75891,-103.60541,306.41,0.32,0.55,2026-08-30,0926,N20,nominal,2.0NRT,295.3,0.33,N
31.32264,-101.86537,306.83,0.42,0.61,2026-08-30,0926,N20,nominal,2.0NRT,293.15,0.54,N
31.511,-102.64756,304.88,0.37,0.58,2026-08-30,0926,N20,nominal,2.0NRT,294.07,0.72,N
34.33515,-118.52264,315.13,0.57,0.43,2026-08-30,0926,N20,nominal,2.0NRT,291.78,0.78,N
31.32314,-101.8645,306.54,0.42,0.61,2026-08-30,0926,N20,nominal,2.0NRT,293.19,0.39,N
31.51193,-102.64735,309.45,0.37,0.58,2026-08-30,0926,N20,nominal,2.0NRT,294.42,0.86,N
31.4436,-102.46176,304.78,0.38,0.59,2026-08-30,0926,N20,nominal,2.0NRT,294.69,0.56,N
31.3561,-102.11155,304.17,0.4,0.6,2026-08-30,0926,N20,nominal,2.0NRT,293.23,0.84,N
31.35506,-102.10741,308.81,0.41,0.6,2026-08-30,0926,N20,nominal,2.0NRT,293.44,0.97,N
31.65898,-103.52027,307.24,0.33,0.55,2026-08-30,0926,N20,nominal,2.0NRT,295.06,0.4,N
34.14291,-117.42733,304.27,0.5,0.41,2026-08-30,0926,N20,nominal,2.0NRT,290.54,0.25,N
31.47099,-102.88696,305.98,0.36,0.58,2026-08-30,0926,N20,nominal,2.0NRT,294.42,1.46,N
31.47164,-102.89011,304.79,0.36,0.58,2026-08-30,0926,N20,nominal,2.0NRT,294.19,1.42,N
31.17362,-101.85087,308.87,0.42,0.61,2026-08-30,0926,N20,nominal,2.0NRT,293.63,0.72,N
34.15487,-118.19431,311.69,0.55,0.43,2026-08-30,0926,N20,nominal,2.0NRT,291.56,1.5,N
31.46305,-103.25846,310.32,0.35,0.56,2026-08-30,0926,N20,nominal,2.0NRT,294.73,0.39,N
34.03995,-117.82392,304.63,0.53,0.42,2026-08-30,0926,N20,nominal,2.0NRT,292.17,0.62,N
31.49863,-103.53181,305.29,0.33,0.55,2026-08-30,0926,N20,nominal,2.0NRT,294.97,0.85,N
31.35537,-103.22802,320.99,0.35,0.57,2026-08-30,0926,N20,nominal,2.0NRT,294.32,1.96,N
31.3545,-103.22446,315.72,0.35,0.57,2026-08-30,0926,N20,nominal,2.0NRT,294.82,1.79,N
31.26588,-103.18103,305.24,0.35,0.57,2026-08-30,0926,N20,nominal,2.0NRT,293.77,0.47,N
31.24899,-103.17893,309.19,0.35,0.57,2026-08-30,0926,N20,nominal,2.0NRT,294.68,0.74,N
31.22965,-103.18922,307.87,0.35,0.57,2026-08-30,0926,N20,nominal,2.0NRT,294.58,0.65,N
33.79499,-117.47517,311.82,0.5,0.41,2026-08-30,0926,N20,nominal,2.0NRT,294.31,1.29,N
33.79447,-117.47705,310.32,0.5,0.41,2026-08-30,0926,N20,nominal,2.0NRT,293.68,1.49,N
30.35046,-100.13194,321.32,0.56,0.69,2026-08-30,0926,N20,nominal,2.0NRT,291.92,1.63,N
30.34443,-100.13412,306.65,0.56,0.69,2026-08-30,0926,N20,nominal,2.0NRT,291.29,1.63,N
33.71444,-117.71006,310.41,0.51,0.41,2026-08-30,0926,N20,nominal,2.0NRT,292.25,1.35,N
33.71517,-117.71098,309.86,0.51,0.41,2026-08-30,0926,N20,nominal,2.0NRT,292.53,1.35,N
29.5807,-98.03481,303.2,0.77,0.77,2026-08-30,0926,N20,nominal,2.0NRT,290.9,1.09,N
33.61286,-117.8212,306.83,0.52,0.41,2026-08-30,0926,N20,nominal,2.0NRT,291.09,1.05,N
29.57576,-98.03801,300.84,0.77,0.77,2026-08-30,0926,N20,nominal,2.0NRT,290.46,1.23,N
32.85661,-117.02827,303.04,0.47,0.4,2026-08-30,0926,N20,nominal,2.0NRT,292.85,0.53,N
32.58397,-115.51216,318.51,0.41,0.37,2026-08-30,0926,N20,nominal,2.0NRT,299.21,1.11,N
32.58095,-115.49023,314.73,0.41,0.37,2026-08-30,0926,N20,nominal,2.0NRT,300.37,1.39,N
32.54414,-115.35217,316.78,0.41,0.37,2026-08-30,0926,N20,nominal,2.0NRT,300.64,2.15,N
32.49689,-116.83585,328.32,0.46,0.39,2026-08-30,0926,N20,nominal,2.0NRT,296.23,9.89,N
28.81858,-99.03183,305.44,0.7,0.75,2026-08-30,0926,N20,nominal,2.0NRT,291.44,0.68,N
28.81719,-99.03393,304.42,0.7,0.75,2026-08-30,0926,N20,nominal,2.0NRT,291.45,0.88,N
32.35353,-116.59415,313.35,0.45,0.39,2026-08-30,0926,N20,nominal,2.0NRT,294.28,1.51,N
31.84399,-116.58435,310.05,0.44,0.38,2026-08-30,0926,N20,nominal,2.0NRT,294.02,1.2,N
30.84858,-116.03099,325.12,0.42,0.37,2026-08-30,0926,N20,nominal,2.0NRT,293.38,2.17,N
26.4087,-105.4118,305.61,0.33,0.56,2026-08-30,0926,N20,nominal,2.0NRT,287.34,1.04,N
19.41646,-155.27524,327.32,0.64,0.72,2026-08-30,1113,N20,nominal,2.0NRT,298.68,8.62,N
19.40977,-155.27597,327.49,0.64,0.72,2026-08-30,1113,N20,nominal,2.0NRT,302.08,7.31,N
19.41029,-155.28194,301.7,0.64,0.72,2026-08-30,1113,N20,nominal,2.0NRT,289.49,5.97,N
19.40361,-155.28285,326.3,0.64,0.72,2026-08-30,1113,N20,nominal,2.0NRT,302.66,5.97,N
19.40459,-155.29422,310.11,0.64,0.72,2026-08-30,1113,N20,nominal,2.0NRT,290.12,4.75,N
19.40412,-155.28882,312.08,0.64,0.72,2026-08-30,1113,N20,nominal,2.0NRT,293.34,5.97,N
19.40308,-155.27663,310.79,0.64,0.72,2026-08-30,1113,N20,nominal,2.0NRT,296.96,7.31,N
46.82417,-115.23071,299.16,0.59,0.7,2026-08-30,1102,N20,nominal,2.0NRT,274.8,1.78,N
46.81856,-115.23551,302.58,0.59,0.7,2026-08-30,1102,N20,nominal,2.0NRT,274.69,1.82,N
46.79494,-115.18868,298.35,0.6,0.7,2026-08-30,1102,N20,nominal,2.0NRT,277.53,1.66,N
46.8163,-115.23524,304.47,0.59,0.7,2026-08-30,1102,N20,nominal,2.0NRT,274.85,1.3,N
46.16116,-113.93161,307.95,0.71,0.75,2026-08-30,1102,N20,nominal,2.0NRT,277.41,4.24,N
48.0856,-120.62415,323.03,0.63,0.54,2026-08-30,1102,N20,nominal,2.0NRT,276.85,5.39,N
48.08035,-120.62482,328.79,0.63,0.54,2026-08-30,1102,N20,nominal,2.0NRT,277.38,5.5,N
48.07829,-120.61752,319.3,0.63,0.54,2026-08-30,1102,N20,nominal,2.0NRT,278.84,5.5,N
48.07811,-120.82858,321.16,0.62,0.54,2026-08-30,1102,N20,nominal,2.0NRT,278.14,3.59,N
48.07652,-120.82292,298.82,0.62,0.54,2026-08-30,1102,N20,nominal,2.0NRT,277.94,2.94,N
48.07535,-120.82662,354.32,0.62,0.54,2026-08-30,1102,N20,nominal,2.0NRT,286.83,30.32,N
48.07027,-120.82774,338.09,0.62,0.54,2026-08-30,1102,N20,nominal,2.0NRT,285.97,30.32,N
48.02908,-120.67922,295.89,0.63,0.54,2026-08-30,1102,N20,nominal,2.0NRT,276.73,2,N
48.02647,-120.66982,300.43,0.63,0.54,2026-08-30,1102,N20,nominal,2.0NRT,276.41,1.59,N
47.91039,-120.37378,297.55,0.33,0.55,2026-08-30,1102,N20,nominal,2.0NRT,274.94,0.51,N
47.90683,-120.38071,301.42,0.33,0.55,2026-08-30,1102,N20,nominal,2.0NRT,278.1,1.78,N
47.9059,-120.37744,295.73,0.33,0.55,2026-08-30,1102,N20,nominal,2.0NRT,277.37,0.74,N
47.9007,-120.37863,299.1,0.33,0.55,2026-08-30,1102,N20,nominal,2.0NRT,277.97,0.74,N
47.91168,-120.5723,318.49,0.32,0.55,2026-08-30,1102,N20,nominal,2.0NRT,277.68,2,N
47.91093,-120.57211,315.74,0.32,0.55,2026-08-30,1102,N20,nominal,2.0NRT,277.68,2.22,N
47.84315,-120.56499,303.61,0.32,0.55,2026-08-30,1102,N20,nominal,2.0NRT,273.47,1.01,N
47.90049,-120.82716,323.08,0.63,0.54,2026-08-30,1102,N20,nominal,2.0NRT,281.15,4.77,N
45.97958,-117.96877,301.83,0.48,0.65,2026-08-30,1102,N20,nominal,2.0NRT,276.72,1.11,N
45.64491,-120.21738,303.18,0.39,0.59,2026-08-30,1102,N20,nominal,2.0NRT,280.8,0.69,N
43.82998,-115.60724,299.39,0.72,0.76,2026-08-30,1102,N20,nominal,2.0NRT,277.9,2.7,N
43.82753,-115.60033,315.59,0.72,0.76,2026-08-30,1102,N20,nominal,2.0NRT,278.62,2.7,N
43.82558,-115.61677,307.16,0.72,0.76,2026-08-30,1102,N20,nominal,2.0NRT,278.47,3.6,N
43.82274,-115.60874,308.54,0.72,0.76,2026-08-30,1102,N20,nominal,2.0NRT,279.94,6.39,N
43.81845,-115.61858,319.23,0.72,0.76,2026-08-30,1102,N20,nominal,2.0NRT,280.89,3.6,N
43.81123,-115.62012,324.41,0.72,0.76,2026-08-30,1102,N20,nominal,2.0NRT,280.98,4.6,N
45.02428,-121.8819,306.8,0.34,0.56,2026-08-30,1102,N20,nominal,2.0NRT,278.89,1.15,N
45.04375,-122.01211,299.17,0.34,0.56,2026-08-30,1102,N20,nominal,2.0NRT,280.38,0.86,N
45.04642,-122.04169,298.83,0.34,0.56,2026-08-30,1102,N20,nominal,2.0NRT,280.97,4,N
45.04438,-122.03432,300.04,0.34,0.56,2026-08-30,1102,N20,nominal,2.0NRT,280.66,2.71,N
45.04338,-122.03072,309.6,0.34,0.56,2026-08-30,1102,N20,nominal,2.0NRT,282.16,1.7,N
45.04239,-122.02716,307.72,0.34,0.56,2026-08-30,1102,N20,nominal,2.0NRT,282,1.7,N
45.04144,-122.02375,309.11,0.34,0.56,2026-08-30,1102,N20,nominal,2.0NRT,282.01,1.89,N
45.04583,-122.05949,321.71,0.34,0.56,2026-08-30,1102,N20,nominal,2.0NRT,281.26,1.16,N
45.04278,-122.04852,367,0.34,0.56,2026-08-30,1102,N20,high,2.0NRT,282.31,4,N
45.04696,-122.06358,310.76,0.34,0.56,2026-08-30,1102,N20,nominal,2.0NRT,279.62,1.16,N
45.04176,-122.04485,317.59,0.34,0.56,2026-08-30,1102,N20,nominal,2.0NRT,282.7,4,N
45.0423,-122.06671,367,0.34,0.56,2026-08-30,1102,N20,high,2.0NRT,280.2,8.84,N
45.04111,-122.06242,347.97,0.34,0.56,2026-08-30,1102,N20,nominal,2.0NRT,288.72,8.84,N
45.04008,-122.0587,305.49,0.34,0.56,2026-08-30,1102,N20,nominal,2.0NRT,281.34,1.8,N
45.03913,-122.05527,301.64,0.34,0.56,2026-08-30,1102,N20,nominal,2.0NRT,280.18,1.8,N
45.03523,-122.06116,321.62,0.34,0.56,2026-08-30,1102,N20,nominal,2.0NRT,281.41,1.8,N
45.03638,-122.06532,295.37,0.34,0.56,2026-08-30,1102,N20,nominal,2.0NRT,279.19,8.84,N
45.03419,-122.05742,301.23,0.34,0.56,2026-08-30,1102,N20,nominal,2.0NRT,280.9,1.8,N
45.03315,-122.05372,296.98,0.34,0.56,2026-08-30,1102,N20,nominal,2.0NRT,280.47,1.25,N
45.03207,-122.04981,311.23,0.34,0.56,2026-08-30,1102,N20,nominal,2.0NRT,280.43,1.25,N
45.03097,-122.04585,304.19,0.34,0.56,2026-08-30,1102,N20,nominal,2.0NRT,280.84,1.75,N
45.0252,-122.04501,307.71,0.34,0.56,2026-08-30,1102,N20,nominal,2.0NRT,280.89,2.27,N
45.02053,-122.04813,322.67,0.34,0.56,2026-08-30,1102,N20,nominal,2.0NRT,279.72,2.27,N
45.01952,-122.04449,333.11,0.34,0.56,2026-08-30,1102,N20,nominal,2.0NRT,283.05,4.04,N
45.01025,-122.01131,321.98,0.34,0.56,2026-08-30,1102,N20,nominal,2.0NRT,279.68,1.48,N
43.41626,-123.53353,367,0.32,0.54,2026-08-30,1104,N20,high,2.0NRT,282.92,7.51,N
43.41516,-123.52937,349.72,0.32,0.54,2026-08-30,1104,N20,nominal,2.0NRT,285.01,7.51,N
38.01372,-122.11507,299.85,0.53,0.67,2026-08-30,1104,N20,nominal,2.0NRT,288.1,1.72,N
36.29028,-121.78409,304.46,0.62,0.71,2026-08-30,1104,N20,nominal,2.0NRT,288.59,1.56,N
36.28835,-121.77773,312.98,0.62,0.71,2026-08-30,1104,N20,nominal,2.0NRT,290.12,1.56,N
35.96362,-121.43154,301.26,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,287.69,24.44,N
35.96144,-121.42448,299.31,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,288.04,9,N
35.95151,-121.3922,300.5,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,287.45,2.8,N
35.94631,-121.37534,301.76,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,287.05,1.4,N
35.95811,-121.43707,350.48,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,290.24,24.44,N
35.95638,-121.43147,346.7,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,302.45,24.44,N
35.95463,-121.42579,340.54,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,294.24,9,N
35.95273,-121.41962,305.62,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,290.22,9,N
35.93148,-121.35078,297.43,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,286.77,0.9,N
35.95398,-121.44709,329.6,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,292.16,6.45,N
35.95225,-121.44147,329.63,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,291.86,6.45,N
35.95066,-121.43631,329.13,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,293.07,5.58,N
35.9559,-121.45332,300.88,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,290.35,7.55,N
35.94921,-121.43164,305.13,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,290.67,5.58,N
35.94848,-121.45264,367,0.66,0.73,2026-08-30,1104,N20,high,2.0NRT,293.88,7.55,N
35.94675,-121.44706,332.78,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,292.47,6.45,N
35.95105,-121.46097,303.92,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,288.65,7.55,N
35.94518,-121.44196,303.08,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,291.66,6.45,N
35.91777,-121.37681,367,0.67,0.73,2026-08-30,1104,N20,high,2.0NRT,296.26,9.2,N
35.91943,-121.38215,299.98,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,288.95,8.1,N
35.91086,-121.3779,328.48,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,291.18,9.2,N
35.90933,-121.37296,337.48,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,294.01,9.2,N
35.93853,-121.46716,300.48,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,286.82,1.69,N
35.93694,-121.46201,315.8,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,288.68,3.35,N
35.90771,-121.36772,307.35,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,289.96,3.49,N
35.9059,-121.3619,309.51,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,289.1,3.49,N
35.9303,-121.46389,367,0.66,0.73,2026-08-30,1104,N20,high,2.0NRT,289.76,5.18,N
35.90587,-121.38516,345.11,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,293.41,26.95,N
35.90417,-121.3797,353.78,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,298.75,9.62,N
35.929,-121.45972,304.2,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,289.43,5.18,N
35.90269,-121.37495,308.12,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,291.23,9.62,N
35.92374,-121.46605,320.1,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,286.76,5.18,N
35.92221,-121.46109,306.17,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,287.71,5.18,N
35.89832,-121.38422,303.19,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,291.42,9.62,N
35.89674,-121.37914,311.84,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,292.1,9.62,N
35.89904,-121.40984,301.5,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,290.9,2.57,N
35.89757,-121.40511,316.39,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,292.78,2.57,N
35.89593,-121.39983,308.11,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,292.16,3.04,N
35.88906,-121.37778,303.62,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,291.67,9.09,N
35.88746,-121.37267,311.15,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,291.8,9.09,N
35.88471,-121.36382,301.55,0.67,0.74,2026-08-30,1104,N20,nominal,2.0NRT,290.36,9.06,N
35.88244,-121.37982,335.63,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,290.91,9.09,N
35.88079,-121.37453,353.69,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,293.95,9.09,N
35.88861,-121.3996,306.47,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,291.14,3.04,N
35.88684,-121.39394,318.05,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,291.47,4.2,N
35.88451,-121.38647,307.61,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,291.78,4.2,N
35.95421,-121.43882,328.46,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,291.83,5.96,N
35.95263,-121.43363,331.07,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,293.13,5.96,N
35.95119,-121.42888,306.32,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,290.83,5.47,N
35.95222,-121.45605,333.3,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,289.87,12.87,N
35.95024,-121.44952,367,0.66,0.73,2026-08-30,1104,N20,high,2.0NRT,295.86,15.1,N
35.94854,-121.44388,323.28,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,292.41,15.1,N
35.94698,-121.43876,313.97,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,291.55,5.96,N
35.94522,-121.45672,307.52,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,287.98,1.91,N
35.92152,-121.37859,315.71,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,289.05,4.3,N
35.91997,-121.3735,312.84,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,290.82,4.3,N
35.9147,-121.37996,336.82,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,290.26,4.3,N
35.94026,-121.46408,314.13,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,287.42,1.91,N
35.91311,-121.3747,314.7,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,291.06,4.3,N
35.90974,-121.36365,309.9,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,288.91,4.53,N
35.90789,-121.38134,367,0.67,0.73,2026-08-30,1104,N20,high,2.0NRT,295.51,14.62,N
35.90626,-121.37598,356.16,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,295.97,14.62,N
35.93356,-121.46574,303.12,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,286.77,5.78,N
35.93212,-121.46101,307.91,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,289.14,5.78,N
35.90979,-121.38757,304.52,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,289.69,6.19,N
35.90478,-121.37114,310.86,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,291.61,3.97,N
35.90322,-121.36603,307.56,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,289.09,3.97,N
35.92693,-121.46761,325.18,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,286.75,5.78,N
35.92546,-121.46278,350.91,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,290.81,5.78,N
35.90159,-121.38441,327.87,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,292.74,14.62,N
35.9241,-121.45834,303.49,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,288.84,5.68,N
35.9033,-121.39,302.37,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,290.9,6.19,N
35.90007,-121.37943,310.06,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,291.65,14.62,N
35.89867,-121.37486,301.76,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,290.99,3.97,N
35.90077,-121.40544,313.69,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,292.04,2.11,N
35.89427,-121.38419,303.24,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,291.15,5,N
35.88465,-121.37638,367,0.67,0.73,2026-08-30,1104,N20,high,2.0NRT,294.96,15.9,N
35.89493,-121.41001,301.84,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,290.07,2.11,N
35.89346,-121.40519,308.06,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,290.79,3.08,N
35.89189,-121.40009,307.49,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,290.67,3.08,N
35.88647,-121.38234,305.43,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,292.05,15.9,N
35.88289,-121.37063,317.99,0.67,0.74,2026-08-30,1104,N20,nominal,2.0NRT,292.14,19.85,N
35.90239,-121.4581,297.55,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,285.92,10.21,N
35.90081,-121.45292,316.98,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,286.58,6.24,N
35.8817,-121.39044,318.07,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,290.84,4.55,N
35.87786,-121.37787,300.57,0.67,0.73,2026-08-30,1104,N20,nominal,2.0NRT,289.63,2.82,N
35.89521,-121.45818,367,0.66,0.73,2026-08-30,1104,N20,high,2.0NRT,289.77,10.21,N
35.8937,-121.45325,317.47,0.66,0.73,2026-08-30,1104,N20,nominal,2.0NRT,285.68,6.24,N
19.41425,-155.27573,347.82,0.54,0.68,2026-08-30,1253,N20,nominal,2.0NRT,318.64,6.24,N
19.41548,-155.28105,312.64,0.54,0.68,2026-08-30,1253,N20,nominal,2.0NRT,289.33,6.24,N
19.40819,-155.27725,326.19,0.54,0.68,2026-08-30,1253,N20,nominal,2.0NRT,304.55,6.24,N
19.40937,-155.28236,317.49,0.54,0.68,2026-08-30,1253,N20,nominal,2.0NRT,294.84,6.24,N
19.40449,-155.28897,323.93,0.54,0.68,2026-08-30,1253,N20,nominal,2.0NRT,299.95,4.47,N
19.40328,-155.28375,332.45,0.54,0.68,2026-08-30,1253,N20,nominal,2.0NRT,308.5,6.15,N
19.40579,-155.2946,298.27,0.54,0.68,2026-08-30,1253,N20,nominal,2.0NRT,287.06,4.47,N
19.40214,-155.27884,314.65,0.54,0.68,2026-08-30,1253,N20,nominal,2.0NRT,298.18,6.15,N
19.66602,-71.58243,332.4,0.5,0.66,2026-08-30,1717,N20,nominal,2.0NRT,294.82,7.45,D
20.11135,-74.46297,336.49,0.75,0.77,2026-08-30,1717,N20,nominal,2.0NRT,292.21,6.79,D
20.42097,-74.93732,327.02,0.79,0.78,2026-08-30,1717,N20,nominal,2.0NRT,289.44,1.86,D
20.46584,-74.96645,355.1,0.79,0.78,2026-08-30,1717,N20,nominal,2.0NRT,291.24,17.2,D
36.62498,-78.07236,336.91,0.47,0.64,2026-08-30,1722,N20,nominal,2.0NRT,285.75,3.74,D
18.3671,-71.71373,332.6,0.54,0.68,2026-08-30,1717,N20,nominal,2.0NRT,297.58,37.55,D
18.36621,-71.71768,355.68,0.55,0.68,2026-08-30,1717,N20,nominal,2.0NRT,301.7,37.55,D
18.36526,-71.72189,335.53,0.55,0.68,2026-08-30,1717,N20,nominal,2.0NRT,301.51,63.07,D
18.36345,-71.93156,339.86,0.57,0.69,2026-08-30,1717,N20,nominal,2.0NRT,298.91,5.59,D
18.7905,-71.53456,335.26,0.52,0.67,2026-08-30,1717,N20,nominal,2.0NRT,293.11,5.35,D
21.58867,-98.62113,331.88,0.58,0.7,2026-08-30,1900,N20,nominal,2.0NRT,293.45,5.64,D
21.77542,-98.18194,345.07,0.54,0.68,2026-08-30,1900,N20,nominal,2.0NRT,294.16,8.44,D
21.70315,-99.14143,355.65,0.62,0.72,2026-08-30,1900,N20,nominal,2.0NRT,292.32,15.05,D
21.70251,-99.14491,367,0.62,0.72,2026-08-30,1900,N20,high,2.0NRT,293.44,15.53,D
22.26008,-97.80434,339.14,0.5,0.66,2026-08-30,1900,N20,nominal,2.0NRT,294.32,7,D
22.26278,-97.80701,352.39,0.5,0.66,2026-08-30,1900,N20,nominal,2.0NRT,295.09,12.09,D
21.83103,-99.8876,337.15,0.69,0.74,2026-08-30,1900,N20,nominal,2.0NRT,294.91,14.21,D
23.08199,-98.47332,331.72,0.53,0.67,2026-08-30,1900,N20,nominal,2.0NRT,295.9,4.26,D
23.08197,-98.47586,332.94,0.53,0.67,2026-08-30,1900,N20,nominal,2.0NRT,295.9,3.27,D
23.65084,-97.88226,367,0.47,0.64,2026-08-30,1900,N20,high,2.0NRT,300.91,21.62,D
23.65656,-97.88389,367,0.47,0.64,2026-08-30,1900,N20,high,2.0NRT,297.61,8.17,D
23.65018,-97.883,367,0.47,0.64,2026-08-30,1900,N20,high,2.0NRT,301.1,10.72,D
23.65122,-97.87864,331.23,0.47,0.64,2026-08-30,1900,N20,nominal,2.0NRT,297.49,10.72,D
23.65591,-97.88459,367,0.47,0.64,2026-08-30,1900,N20,high,2.0NRT,297.84,10.5,D
23.77916,-99.0772,334.97,0.55,0.68,2026-08-30,1900,N20,nominal,2.0NRT,299.79,6.49,D
23.82124,-99.14521,367,0.56,0.69,2026-08-30,1900,N20,high,2.0NRT,298.33,13.7,D
